designacao,tipo,idatend,dicofre,morada,codigopostal,localidadepostal,telefone,email,site,latitude,longitude,nodeidet,entidadetutelar,nodeident,entidade
DESTACAMENTO TERRITORIAL DE LAMEGO,Quartel GNR,13644,180525,"Rua Regimento de Infantaria, nº 9",5100-147,Lamego,254600240,ct.vis.dmlg@gnr.pt,www.gnr.pt,41.098230,-7.806897,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE ARMAMAR,Quartel GNR,13645,180120,"Praça da República, n.º 28",5110-127,Armamar,254855259,ct.vis.dlmg.parm@gnr.pt,www.gnr.pt,41.109,-7.692,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE CINFÃES,Quartel GNR,13646,180403,Cruz das Bouças,4690-039,Cinfães,255560070,ct.vis.dlmg.pcin@gnr.pt,www.gnr.pt,41.074,-8.098,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE LAMEGO,Quartel GNR,13647,180525,Rua Regimento de Infantaria nº 9,5100-147,Lamego,254612123,ct.vis.dlmg.plmg@gnr.pt,www.gnr.pt,41.099,-7.804,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE RESENDE,Quartel GNR,13648,181311,Rua Monsenhor Manuel de Almeida,4660-225,Resende,254870040,ct.vis.dlmg.prsd@gnr.pt,www.gnr.pt,41.113,-7.963,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE SOUSELO,Quartel GNR,13649,180414,"Lugar do Cancilho, Souselo",4690-622,Cinfães,255690030,ct.vis.dlmg.pssl@gnr.pt,www.gnr.pt,41.066,-8.231,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE TAROUCA,Quartel GNR,13650,182013,Avª Padre Duarte,3610-017,Tarouca,254679253,ct.vis.dlmg.ptrc@gnr.pt,www.gnr.pt,41.018,-7.779,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO TERRITORIAL DE MANGUALDE,Quartel GNR,13651,180619,Avenida dos Capitães - s/n Mangualde,3530-114,Mangualde,232622258,ct.vis.dmgl@gnr.pt,www.gnr.pt,40.604,-7.772,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DO AVELAL,Quartel GNR,13652,181702,"Rua Comendador Elísio F. Afonso, n.º 29",3560-020,Avelal,232546117,ct.vis.dmgl.pavl@gnr.pt,www.gnr.pt,40.752,-7.682,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE CANAS DE SENHORIM,Quartel GNR,13653,180901,Avenida Engº. Dionísio Augusto Cunha,3525-075,Canas de Senhorim,232671261,ct.vis.dmgl.pcns@gnr.pt,www.gnr.pt,40.505,-7.898,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE MANGUALDE,Quartel GNR,13654,180619,Avenida dos Capitães - s/n Mangualde,3530-114,Mangualde,232622258,ct.vis.dmgl.pmgl@gnr.pt,www.gnr.pt,40.604,-7.772,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE NELAS,Quartel GNR,13655,180903,Praça do Município - Nelas,3520-001,Nelas,232944293,ct.vis.dmgl.pnel@gnr.pt,www.gnr.pt,40.533,-7.852,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE PENALVA DO CASTELO,Quartel GNR,13656,181105,Avª Castendo - Penalva do Castelo,3550-135,Penalva do Castelo,232640070,ct.vis.dmgl.ppnc@gnr.pt,www.gnr.pt,40.675,-7.701,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE SÁTÃO,Quartel GNR,13657,181710,Rua Drº Hilário de Almeida Pereira - Sátão,3560-172,Sátão,232981141,ct.vis.dmgl.psat@gnr.pt,www.gnr.pt,40.740,-7.736,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO TERRITORIAL  DE MOIMENTA DA BEIRA,Quartel GNR,13658,180710,"Avª Extrenato Infante D. Henrique, nº 176",3620-306,Moimenta da Beira,254582102,ct.vis.dmbr@gnr.pt,www.gnr.pt,40.985,-7.617,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE MOIMENTA DA BEIRA,Quartel GNR,13659,180710,"Avª Extrenato Infante D. Henrique, nº 176",3620-306,Moimenta da Beira,254582102,ct.vis.dmbr.pmbr@gnr.pt,www.gnr.pt,40.985,-7.617,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE PENEDONO,Quartel GNR,13660,181211,Av. Adriano de Almeida,3630-225,Penedono,254504151,ct.vis.dmbr.ppnd@gnr.pt,www.gnr.pt,40.987,-7.394,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE SÃO JOÃO DA PESQUEIRA,Quartel GNR,13661,181515,"Rua Oliveira dos Amores, nº 17",5130-338,São João da Pesqueira,254484244,ct.vis.dmbr.psjp@gnr.pt,www.gnr.pt,41.145,-7.403,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE SERNANCELHE,Quartel GNR,13662,181821,"Largo do Município, nº 40",3640-219,Sernancelhe,254595200,ct.vis.dmbr.psnc@gnr.pt,www.gnr.pt,40.899,-7.495,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE TABUAÇO,Quartel GNR,13663,181914,Rua Abel Barradas,5120-398,Tabuaço,254789214,ct.vis.dmbr.ptbc@gnr.pt,www.gnr.pt,41.115,-7.567,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE VILA NOVA DE PAIVA,Quartel GNR,13664,182208,Rua Egas Moniz,3650-219,Vila Nova de Paiva,232604139,ct.vis.dmbr.pvnp@gnr.pt,www.gnr.pt,40.850,-7.730,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO TERRITORIAL DE SANTA COMBA DÃO,Quartel GNR,13665,181411,"Avª da Escola Secundária, 11 S. C. Dão",3440-321,Santa Comba Dão,232880250,ct.vis.dscd@gnr.pt,www.gnr.pt,40.409,-8.129,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE CAMPO DE BESTEIROS,Quartel GNR,13666,182102,Rua Bernardino Pereira Ribeiro,3465-051,Campo de Besteiros,232851387,ct.vis.dscd.pcbt@gnr.pt,www.gnr.pt,40.554,-8.131,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DO CARAMULO,Quartel GNR,13667,182108,"Estrada Nacional 230, nº 26",3475-031,Caramulo,232861326,ct.vis.dscd.pcrm@gnr.pt,www.gnr.pt,40.573,-8.168,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE CARREGAL DO SAL,Quartel GNR,13668,180208,"Avenida Francisco Sá Carneiro,n.º 10",3430-048,Carregal do Sal,232968134,ct.vis.dscd.pcrs@gnr.pt,www.gnr.pt,40.430,-8.005,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE MORTÁGUA,Quartel GNR,13669,180811,"Rua Dr. Francisco Sá Carneiro, nº 15",3450-152,Mortágua,231927360,ct.vis.dscd.pmrt@gnr.pt,www.gnr.pt,40.397,-8.235,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE SANTA COMBA DÃO,Quartel GNR,13670,181411,"Avª da Escola Secundária, n.º 11 S. C. Dão",3440-321,Santa Comba Dão,232880260,ct.vis.dscd.pscd@gnr.pt,www.gnr.pt,40.409,-8.129,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE TONDELA,Quartel GNR,13671,182132,Rua Pedro Figueiredo - Tondela,3460-608,Tondela,232819370,ct.vis.dscd.ptnd@gnr.pt,www.gnr.pt,40.518,-8.083,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO TERRITORIAL DE VISEU,Quartel GNR,13672,182319,E.N. 16 Ribeira de Mide-Abraveses,3510-154,Viseu,232467940,ct.vis.dvis@gnr.pt,www.gnr.pt,40.678,-7.926,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE CASTRO DAIRE,Quartel GNR,13673,180304,Rua Engenheiro Adelino Amaro da Costa - Bairro da Cadeia,3600-127,Castro Daire,232382139,ct.vis.dvis.pctd@gnr.pt,www.gnr.pt,40.898,-7.923,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE OLIVEIRA DE FRADES,Quartel GNR,13674,181015,"Praça Dr. Diamantino Bastos, nº 3",3680-099,Oliveira de Frades,232761236,ct.vis.dvis.povf@gnr.pt,www.gnr.pt,40.733,-8.176,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE SÃO PEDRO DO SUL,Quartel GNR,13675,181623,"Travessa do Cemitério, n.º 2",3660-418,São Pedro do Sul,232720060,ct.vis.dvis.psps@gnr.pt,www.gnr.pt,40.763,-8.063,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE TORREDEITA (ATENDIMENTO),Quartel GNR,13676,182336,Rua das Pinheiras nº 4,3510-811,Torredeita,232996118,,www.gnr.pt,40.640,-8.022,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE VISEU,Quartel GNR,13677,182319,E.N. 16 Ribeira de Mide-Abraveses,3510-154,Viseu,232467956,ct.vis.dvis.pvis@gnr.pt,www.gnr.pt,40.678,-7.926,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE VOUZELA,Quartel GNR,13678,182415,R. Comendador Correia de Oliveira,3670-238,Vouzela,232740730,ct.vis.dvis.pvzl@gnr.pt,www.gnr.pt,40.724,-8.113,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO DE TRÂNSITO DE VISEU,Quartel GNR,13679,182319,"E.N. 16, Ribeira de Mide, Abraveses",3510-154,Viseu,232467940,ct.vis.tvis@gnr.pt,www.gnr.pt,40.678,-7.926,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO DE INTERVENÇÃO DE VISEU,Quartel GNR,13680,182319,"E.N. 16, Ribeira de Mide, Abraveses",3510-154,Viseu,232467940,ct.vis.dint@gnr.pt,www.gnr.pt,40.678,-7.926,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
COMANDO TERRITORIAL DE AÇORES,Quartel GNR,13681,420313,Largo Dr. Manuel Carreiro,9504-514,Ponta Delgada,296306580,ct.acr@gnr.pt,www.gnr.pt,37.737,-25.67,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO TERRITORIAL DE ANGRA DO HEROÍSMO,Quartel GNR,13682,430102,Rua Santo Espirito,9700-178,Angra do Heroismo,295206970,ct.acr.dagh@gnr.pt,www.gnr.pt,38.653,-27.21,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DA PRAIA (GRACIOSA),Quartel GNR,13683,440103,Rochela - São Mateus,9880-280,Santa Cruz da Graciosa,295712381,ct.acr.dagh.ppra@gnr.pt,www.gnr.pt,39.052,-27.97,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DA PRAIA DA VITÓRIA (TERCEIRA),Quartel GNR,13684,430207,Rua da Alfândega,9760-411,Praia da Vitória,295545380,ct.acr.dagh.pprv@gnr.pt,www.gnr.pt,38.731,-27.05,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DAS VELAS (SÃO JORGE),Quartel GNR,13685,450206,Rua Conselheiro Dr. José Pereira,9800-530,Velas,295412221,ct.acr.dagh.pvls@gnr.pt,www.gnr.pt,38.679,-28.20,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO TERRITORIAL DA HORTA,Quartel GNR,13686,470106,"Rua Nova, nº 11 - Angustias",9900-023,Horta,292202110,ct.acr.dhrt@gnr.pt,www.gnr.pt,38.526559,-28.627007,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DO CORVO,Quartel GNR,13687,490101,"Rua da Cruz, s/nº",9980-026,Corvo,292596261,ct.acr.dhrt.pcrv@gnr.pt,www.gnr.pt,39.672,-31.11,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DA HORTA (FAIAL),Quartel GNR,13688,470106,"Largo Dr. Manuel Arriaga, Angustias",9900-026,Horta,292202110,ct.acr.dhrt.phrt@gnr.pt,www.gnr.pt,38.528577,-28.626902,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE SANTA CRUZ DAS FLORES,Quartel GNR,13689,480204,"Praça Marques de Pombal, s/nº",9970-314,Santa Cruz das Flores,292590430,ct.acr.dhrt.pscf@gnr.pt,www.gnr.pt,39.452,-31.12,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE SÃO ROQUE DO PICO (PICO),Quartel GNR,13690,460305,"Rua Cais do Pico, s/nº",9940-355,São Roque do Pico,292642389,ct.acr.dhrt.psrp@gnr.pt,www.gnr.pt,38.526,-28.31,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO TERRITORIAL DE  PONTA DELGADA,Quartel GNR,13691,420313,Largo Dr. Manuel Carreiro,9504-514,Ponta Delgada,296306580,ct.acr.dpdl@gnr.pt,www.gnr.pt,37.737,-25.67,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE VILA DO PORTO (SANTA MARIA),Quartel GNR,13692,410105,Aeroporto de Stª Maria - Apartado 532,9580-908,Vila do Porto,296886707,ct.scr.dpdl.pvlp@gnr.pt,www.gnr.pt,36.973,-25.16,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE PONTA DELGADA (SÃO MIGUEL),Quartel GNR,13693,420313,Avenida de Kopke,9500-212,São Miguel,296308590,ct.acr.dpdl.ppdl@gnr.pt,www.gnr.pt,37.735,-25.67,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
COMANDO TERRITORIAL DA MADEIRA,Quartel GNR,13694,310310,"Avenida do Mar e Comunidades Madeirenses, nº 13",9000-054,Funchal,291214460,ct.mad@gnr.pt,www.gnr.pt,32.647,-16.90,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO TERRITORIAL DO  FUNCHAL,Quartel GNR,13695,310310,"Avenida do Mar e Comunidades Madeirenses, nº 13",9000-054,Funchal,291214460,ct.mad.dfun@gnr.pt,www.gnr.pt,32.647,-16.90,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DO FUNCHAL,Quartel GNR,13696,310310,Avenida do Mar e Comunidades Madeirenses nº 13,9000-054,Funchal,291214460,ct.mad.dfun.pfun@gnr.pt,www.gnr.pt,32.647,-16.90,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE PORTO SANTO,Quartel GNR,13697,320101,Sítio da Barroca,9400-005,Porto Santo,291980090,ct.mad.dfun.ppst@gnr.pt,www.gnr.pt,33.064,-16.33,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE SÃO VICENTE,Quartel GNR,13698,311003,Sítio dos Juncos,9240-029,São Vicente,291840000,ct.mad.dfun.psvc@gnr.pt,www.gnr.pt,32.811,-17.04,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO FISCAL DO AEROPORTO DO FUNCHAL,Quartel GNR,13699,310307,Aeroporto de Santa Catarina,9000-105,Funchal,291520230,ct.mad.dfun.faef@gnr.pt,www.gnr.pt,32.691,-16.77,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO FISCAL DA ZONA FRANCA DA MADEIRA,Quartel GNR,13700,310402,Sítio das Feiteirinhas,9200-038,Caniçal,291969420,ct.mad.dfan.fzfm@gnr.pt,www.gnr.pt,32.742,-16.73,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
UNIDADE DE CONTROLO COSTEIRO,Quartel GNR,13701,110660,Largo da Estação Marítima de Alcântara-Mar,1399-049,Lisboa,213937100,ucc@gnr.pt,www.gnr.pt,38.701,-9.174,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO DE VIGILÂNCIA MÓVEL,Quartel GNR,13702,151210,Avenida Jaime Rebelo,2900-409,Setúbal,265544390,ucc.dvm@gnr.pt,www.gnr.pt,38.521,-8.889,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO DE CONTROLO COSTEIRO DE MATOSINHOS,Quartel GNR,13703,130812,Rua Heróis de França,4450-155,Matosinhos,229396980,uuc.dmts@gnr.pt,www.gnr.pt,41.184,-8.696,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
SUBDESTACAMENTO DE CONTROLO COSTEIRO DE MATOSINHOS,Quartel GNR,13704,130812,Rua Heróis de França,4450-155,Matosinhos,229396980,ucc.dmts.sdmts@gnr.pt,www.gnr.pt,41.184,-8.696,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
SUBDESTACAMENTO DE CONTROLO COSTEIRO DE CAMINHA,Quartel GNR,13705,160222,Avª Dantas Carneiro,4910-136,Caminha,258719370,ucc.dmts.sdcmn@gnr.pt,www.gnr.pt,41.873,-8.841,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
SUBDESTACAMENTO DE CONTROLO COSTEIRO DE ESPOSENDE,Quartel GNR,13706,030618,Largo Rodrigues Sampaio,4740-218,Esposende,253960070,ucc.dmts.sdesp@gnr.pt,www.gnr.pt,41.532,-8.783,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO DE CONTROLO COSTEIRO DA FIGUEIRA DA FOZ,Quartel GNR,13707,060520,"Av.ª Dr. Francisco Lopes Guimarães, nº 1",3080-039,Figueira da Foz,233407340,ucc.dfgf@gnr.pt,www.gnr.pt,40.151,-8.850,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
SUBDESTACAMENTO DE CONTROLO COSTEIRO DA FIGUEIRA DA FOZ,Quartel GNR,13708,060520,"Av.ª Dr. Francisco Lopes Guimarães, nº 1",3080-039,Figueira da Foz,233407340,ucc.dfgf.sdfgr@gnr.pt,www.gnr.pt,40.151,-8.850,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
SUBDESTACAMENTO DE CONTROLO COSTEIRO DE AVEIRO,Quartel GNR,13709,010513,Rua D. João Evangelista Lima Vidal,3810-124,Aveiro,234891270,ucc.dfgf.sdavr@gnr.pt,www.gnr.pt,40.637,-8.633,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
SUBDESTACAMENTO DE CONTROLO COSTEIRO DA NAZARE,Quartel GNR,13710,101102,Porto de Abrigo - Caixa nº 3,2450-075,Nazaré,262550140,ucc.dfgf.sdnzr@gnr.pt,www.gnr.pt,39.582,-9.076,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO DE CONTROLO COSTEIRO DE LISBOA,Quartel GNR,13711,110658,Doca do Bom Sucesso,1400-038,Lisboa,213006010,ucc.dlsb@gnr.pt,www.gnr.pt,38.693680,-9.212808,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
SUBDESTACAMENTO DE CONTROLO COSTEIRO DE LISBOA,Quartel GNR,13712,110658,Doca do Bom Sucesso,1400-038,Lisboa,213006010,ucc.dlsb.sdlsb@gnr.pt,www.gnr.pt,38.693680,-9.212808,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
SUBDESTACAMENTO DE CONTROLO COSTEIRO DE PENICHE,Quartel GNR,13713,101407,"Rua Garret, nº 74",2520-443,Peniche,262790460,ucc.dlsb.sdpnc@gnr.pt,www.gnr.pt,39.357,-9.383,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
SUBDESTACAMENTO DE CONTROLO COSTEIRO DA FONTE DA TELHA,Quartel GNR,13714,150303,"Estrada da Descida, Fonte da Telha",2825-486,Almada,212977484,ucc.dlsb.sdftt@gnr.pt,www.gnr.pt,38.576,-9.193,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
SUBDESTACAMENTO DE CONTROLO COSTEIRO DE SETÚBAL,Quartel GNR,13715,151210,Avenida Jaime Rebelo,2900-409,Setúbal,265544390,ucc.dlsb.sdstb@gnr.pt,www.gnr.pt,38.521,-8.889,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO DE CONTROLO COSTEIRO DE SINES,Quartel GNR,13716,151301,Largo dos Pescadores,7520-154,Sines,269750140,ucc.dsin@gnr.pt,www.gnr.pt,37.954323,-8.872395,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
SUBDESTACAMENTO DE DE CONTROLO COSTEIRO ALJEZUR,Quartel GNR,13717,080301,Rua do Cemitério - Igreja Nova,8670-076,Aljezur,282998469,ucc.dsin.sdajz@gnr.pt,www.gnr.pt,37.316,-8.792,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
SUBDESTACAMENTO DE CONTROLO COSTEIRO DE SINES,Quartel GNR,13718,151301,Largo dos Pescadores,7520-154,Sines,269750140,ucc.dsin.sdsin@gnr.pt,www.gnr.pt,37.954323,-8.872395,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
SUBDESTACAMENTO DE CONTROLO COSTEIRO DE VILA NOVA DE MILFONTES,Quartel GNR,13719,021111,Rua do Sol,7645-319,Vila Nova de Mil Fontes,283996219,ucc.dsin.sdvnm@gnr.pt,www.gnr.pt,37.723,-8.781,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO DE CONTROLO COSTEIRO DE OLHÃO,Quartel GNR,13720,081003,Avenida 16 de Junho,8700-311,Olhão,289720140,ucc.dolh@gnr.pt,www.gnr.pt,37.024,-7.836,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
SUBDESTACAMENTO DE CONTROLO COSTEIRO DE OLHÃO,Quartel GNR,13721,081003,Avenida 16 de Junho,8700-311,Olhão,289720140,ucc.dolh.sdolh@gnr.pt,www.gnr.pt,37.024,-7.836,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
SUBDESTACAMENTO DE CONTROLO COSTEIRO DE PORTIMÃO,Quartel GNR,13722,081103,"Alto da Raminha, Avenida V6",8500-510,Portimão,282420750,ucc.dolh.sdptm@gnr.pt,www.gnr.pt,37.145,-8.549,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
SUBDESTACAMENTO DE CONTROLO COSTEIRO DE VILA REAL DE SANTO ANTÓNIO,Quartel GNR,13723,081602,"Rua António Capa, nº 35",8900-248,Vila Real de Santo António,281530150,ucc.dolh.sdvra@gnr.pt,www.gnr.pt,37.195,-7.416,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
UNIDADE DE AÇÃO FISCAL,Quartel GNR,13724,110660,"Cais da Rocha Conde de Óbidos, Edifício Boavista",1350-352,Lisboa,213939730,uaf@gnr.pt,www.gnr.pt,38.703,-9.162,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO DE PESQUISA,Quartel GNR,13725,110607,"Rua do Beato, nº 11",1950-043,Lisboa,218625705,uaf.dp@gnr.pt,www.gnr.pt,38.734,-9.104,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO DE AÇÃO FISCAL DO PORTO,Quartel GNR,13726,131218,"Rua de Monchique, nº 47",4050-394,Porto,223394960,uaf.dprt@gnr.pt,www.gnr.pt,41.144888,-8.625587,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO DE AÇÃO FISCAL DE COIMBRA,Quartel GNR,13727,060336,"Quinta das Canas, Lajes",3040-194,Coimbra,239801050,uaf.dcbr@gnr.pt,www.gnr.pt,40.190,-8.426,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO DE AÇÃO FISCAL DE LISBOA,Quartel GNR,13728,110607,"Rua do Beato, nº 11",1950-043,Lisboa,218625761,uaf.dlsb@gnr.pt,www.gnr.pt,38.734,-9.104,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO DE AÇÃO FISCAL DE ÉVORA,Quartel GNR,13729,070523,Rua da Rampa,7000-655,Évora,266702457,uaf.devr@gnr.pt,www.gnr.pt,38.568,-7.905,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO DE AÇÃO FISCAL DE FARO,Quartel GNR,13730,081003,Avenida 16 de Junho,8700-311,Olhão,289720140,uaf.dfar@gnr.pt,www.gnr.pt,37.026,-7.836,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
UNIDADE NACIONAL DE TRÂNSITO,Quartel GNR,13731,111126,Rotunda da Escola Prática,2745-331,Queluz,214347200,unt@gnr.pt,www.gnr.pt,38.752,-9.264,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
1º DESTACAMENTO DE AÇÃO CONJUNTO (LISBOA),Quartel GNR,13732,111126,Rotunda da Escola Prática,2745-331,Queluz,214347200,unt.daclsb@gnr.pt,www.gnr.pt,38.752,-9.264,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
2º DESTACAMENTO DE AÇÃO CONJUNTO (PORTO),Quartel GNR,13733,131217,Rua do Carmo,4099-041,Porto,223399600,unt.dacprt@gnr.pt,www.gnr.pt,41.147,-8.617,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
UNIDADE DE SEGURANÇA E HONRAS DE ESTADO,Quartel GNR,13734,110601,"Calçada da Ajuda, nº 231",1349-016,Lisboa,213612000,ushe@gnr.pt,www.gnr.pt,38.707,-9.199,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
CENTRO DE ENSINO E DESBASTE DE SOLÍPEDES,Quartel GNR,13735,110601,"Rua dos Marcos, n.º 30",1300-386,Lisboa,213612000,ushe.ceds@gnr.pt,www.gnr.pt,38.709,-9.199,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
BANDA DE MÚSICA E FANFARRA,Quartel GNR,13736,110601,"Calçada da Ajuda, nº 231",1349-016,Lisboa,213612000,ushe.bm@gnr.pt,www.gnr.pt,38.707,-9.200,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
CHARANGA,Quartel GNR,13737,110621,"Rua Vale Formoso de Cima, n.º 104",1950-285,Lisboa,218650050,ushe.charanga@gnr.pt,www.gnr.pt,38.748,-9.101,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
ESQUADRÃO PRESIDENCIAL,Quartel GNR,13738,110658,Palácio Nacional de Belém - Praça Afonso de Albuquerque,1349-022,Lisboa,213614994,ushe.ep@gnr.pt,www.gnr.pt,38.697,-9.201,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
GRUPO DE HONRAS DE ESTADO,Quartel GNR,13739,110601,"Calçada da Ajuda, nº 231",1349-016,Lisboa,213612000,ushe.ghe@gnr.pt,www.gnr.pt,38.707,-9.200,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
2º ESQUADRÃO MOTO,Quartel GNR,13740,110656,Largo do Cabeço de Bola,1150-081,Lisboa,213589000,ushe.ghe2e@gnr.pt,www.gnr.pt,38.724,-9.137,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
